"sample","experiment_accession","run_accession","sample_accession","experiment_alias","run_alias","sample_alias","experiment_title","sample_title","sample_description"
"SRX5235461","SRX5235461","SRR8427572","SAMN10722116","B190-M05","B190-M05","B190-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B190-M05","Collection Country: USA Collection Year: 2012"
"SRX5235462","SRX5235462","SRR8427573","SAMN10722117","B146-M05","B146-M05","B146-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B146-M05","Collection Country: USA Collection Year: 2012"
"SRX5235463","SRX5235463","SRR8427574","SAMN10722118","B182-M05","B182-M05","B182-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B182-M05","Collection Country: USA Collection Year: 2012"
"SRX5235464","SRX5235464","SRR8427575","SAMN10722119","B634-M05","B634-M05","B634-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B634-M05","Collection Country: USA Collection Year: 2013"
"SRX5235465","SRX5235465","SRR8427576","SAMN10722120","B809-M05","B809-M05","B809-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B809-M05","Collection Country: USA Collection Year: 2012"
"SRX5235466","SRX5235466","SRR8427577","SAMN10722121","B877-M05","B877-M05","B877-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B877-M05","Collection Country: USA Collection Year: 2012"
"SRX5235467","SRX5235467","SRR8427578","SAMN10722122","B911-M05","B911-M05","B911-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B911-M05","Collection Country: USA Collection Year: 2012"
"SRX5235468","SRX5235468","SRR8427579","SAMN10722123","B754-M05","B754-M05","B754-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B754-M05","Collection Country: USA Collection Year: 2012"
"SRX5235469","SRX5235469","SRR8427580","SAMN10722124","B178-M05","B178-M05","B178-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B178-M05","Collection Country: USA Collection Year: 2013"
"SRX5235470","SRX5235470","SRR8427581","SAMN10722125","B398-M05","B398-M05","B398-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B398-M05","Collection Country: USA Collection Year: 2012"
"SRX5235471","SRX5235471","SRR8427582","SAMN10722126","B559-M05","B559-M05","B559-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B559-M05","Collection Country: USA Collection Year: 2012"
"SRX5235472","SRX5235472","SRR8427583","SAMN10722127","B937-M05","B937-M05","B937-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B937-M05","Collection Country: USA Collection Year: 2013"
"SRX5235473","SRX5235473","SRR8427584","SAMN10722128","B590-M05","B590-M05","B590-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B590-M05","Collection Country: USA Collection Year: 2012"
"SRX5235474","SRX5235474","SRR8427585","SAMN10722129","B782-M05","B782-M05","B782-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B782-M05","Collection Country: USA Collection Year: 2013"
"SRX5235475","SRX5235475","SRR8427586","SAMN10722130","B583-M05","B583-M05","B583-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B583-M05","Collection Country: USA Collection Year: 2013"
"SRX5235476","SRX5235476","SRR8427587","SAMN10722131","B503-M05","B503-M05","B503-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B503-M05","Collection Country: USA Collection Year: 2013"
"SRX5235477","SRX5235477","SRR8427588","SAMN10722132","B692-M05","B692-M05","B692-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B692-M05","Collection Country: USA Collection Year: 2013"
"SRX5235478","SRX5235478","SRR8428101","SAMN10722645","B438-M06","B438-M06","B438-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B438-M06","Collection Country: USA Collection Year: 2012"
"SRX5235479","SRX5235479","SRR8428102","SAMN10722646","B402-M08","B402-M08","B402-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B402-M08","Collection Country: USA Collection Year: 2014"
"SRX5235480","SRX5235480","SRR8428103","SAMN10722647","B346-M04","B346-M04","B346-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B346-M04","Collection Country: USA Collection Year: 2012"
"SRX5235481","SRX5235481","SRR8428104","SAMN10722648","B009-M03","B009-M03","B009-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B009-M03","Collection Country: USA Collection Year: 2013"
"SRX5235482","SRX5235482","SRR8428105","SAMN10722649","B195-M05","B195-M05","B195-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B195-M05","Collection Country: USA Collection Year: 2014"
"SRX5235483","SRX5235483","SRR8428106","SAMN10722650","B226-M10","B226-M10","B226-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B226-M10","Collection Country: USA Collection Year: 2013"
"SRX5235484","SRX5235484","SRR8428107","SAMN10722651","B346-M12","B346-M12","B346-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B346-M12","Collection Country: USA Collection Year: 2013"
"SRX5235485","SRX5235485","SRR8428108","SAMN10722652","B008-M10","B008-M10","B008-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B008-M10","Collection Country: USA Collection Year: 2013"
"SRX5235486","SRX5235486","SRR8428109","SAMN10722653","B008-M03","B008-M03","B008-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B008-M03","Collection Country: USA Collection Year: 2012"
"SRX5235487","SRX5235487","SRR8428110","SAMN10722654","B461-M06","B461-M06","B461-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B461-M06","Collection Country: USA Collection Year: 2014"
"SRX5235488","SRX5235488","SRR8428111","SAMN10722655","B454-M06","B454-M06","B454-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B454-M06","Collection Country: USA Collection Year: 2014"
"SRX5235489","SRX5235489","SRR8428112","SAMN10722656","B193-M02","B193-M02","B193-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B193-M02","Collection Country: USA Collection Year: 2013"
"SRX5235490","SRX5235490","SRR8428113","SAMN10722657","B454-M04","B454-M04","B454-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B454-M04","Collection Country: USA Collection Year: 2014"
"SRX5235491","SRX5235491","SRR8428114","SAMN10722658","B130-M03","B130-M03","B130-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B130-M03","Collection Country: USA Collection Year: 2012"
"SRX5235492","SRX5235492","SRR8428115","SAMN10722659","B454-M03","B454-M03","B454-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B454-M03","Collection Country: USA Collection Year: 2014"
"SRX5235493","SRX5235493","SRR8428116","SAMN10722660","B193-M06","B193-M06","B193-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B193-M06","Collection Country: USA Collection Year: 2013"
"SRX5235494","SRX5235494","SRR8428117","SAMN10722661","B014-M03","B014-M03","B014-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B014-M03","Collection Country: USA Collection Year: 2013"
"SRX5235495","SRX5235495","SRR8428118","SAMN10722662","B211-M05","B211-M05","B211-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B211-M05","Collection Country: USA Collection Year: 2014"
"SRX5235496","SRX5235496","SRR8428119","SAMN10722663","B957-M04","B957-M04","B957-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B957-M04","Collection Country: USA Collection Year: 2012"
"SRX5235497","SRX5235497","SRR8428120","SAMN10722664","B272-M05","B272-M05","B272-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B272-M05","Collection Country: USA Collection Year: 2013"
"SRX5235498","SRX5235498","SRR8428121","SAMN10722665","B180-M10","B180-M10","B180-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B180-M10","Collection Country: USA Collection Year: 2014"
"SRX5235499","SRX5235499","SRR8428122","SAMN10722666","B333-M06","B333-M06","B333-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B333-M06","Collection Country: USA Collection Year: 2014"
"SRX5235500","SRX5235500","SRR8428123","SAMN10722667","B211-M04","B211-M04","B211-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B211-M04","Collection Country: USA Collection Year: 2014"
"SRX5235501","SRX5235501","SRR8428124","SAMN10722668","B441-M08","B441-M08","B441-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B441-M08","Collection Country: USA Collection Year: 2014"
"SRX5235502","SRX5235502","SRR8428125","SAMN10722669","B211-M08","B211-M08","B211-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B211-M08","Collection Country: USA Collection Year: 2014"
"SRX5235503","SRX5235503","SRR8428126","SAMN10722670","B335-M10","B335-M10","B335-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B335-M10","Collection Country: USA Collection Year: 2014"
"SRX5235504","SRX5235504","SRR8428127","SAMN10722671","B036-M12","B036-M12","B036-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B036-M12","Collection Country: USA Collection Year: 2014"
"SRX5235505","SRX5235505","SRR8428128","SAMN10722672","B443-M04","B443-M04","B443-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B443-M04","Collection Country: USA Collection Year: 2014"
"SRX5235506","SRX5235506","SRR8428129","SAMN10722673","B343-M03","B343-M03","B343-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B343-M03","Collection Country: USA Collection Year: 2012"
"SRX5235507","SRX5235507","SRR8428130","SAMN10722674","B333-M10","B333-M10","B333-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B333-M10","Collection Country: USA Collection Year: 2014"
"SRX5235508","SRX5235508","SRR8428131","SAMN10722675","B438-M03","B438-M03","B438-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B438-M03","Collection Country: USA Collection Year: 2012"
"SRX5235509","SRX5235509","SRR8428132","SAMN10722676","B454-M05","B454-M05","B454-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B454-M05","Collection Country: USA Collection Year: 2014"
"SRX5235510","SRX5235510","SRR8428133","SAMN10722677","B475-M08","B475-M08","B475-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B475-M08","Collection Country: USA Collection Year: 2014"
"SRX5235511","SRX5235511","SRR8428134","SAMN10722678","B819-M12","B819-M12","B819-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B819-M12","Collection Country: USA Collection Year: 2013"
"SRX5235512","SRX5235512","SRR8428135","SAMN10722679","B470-M02","B470-M02","B470-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B470-M02","Collection Country: USA Collection Year: 2013"
"SRX5235513","SRX5235513","SRR8428136","SAMN10722680","B008-M04","B008-M04","B008-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B008-M04","Collection Country: USA Collection Year: 2012"
"SRX5235514","SRX5235514","SRR8428137","SAMN10722681","B917-M03","B917-M03","B917-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B917-M03","Collection Country: USA Collection Year: 2013"
"SRX5235515","SRX5235515","SRR8428138","SAMN10722682","B941-M06","B941-M06","B941-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B941-M06","Collection Country: USA Collection Year: 2013"
"SRX5235516","SRX5235516","SRR8428139","SAMN10722683","B103-M03","B103-M03","B103-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B103-M03","Collection Country: USA Collection Year: 2012"
"SRX5235517","SRX5235517","SRR8428140","SAMN10722684","B454-M12","B454-M12","B454-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B454-M12","Collection Country: USA Collection Year: 2014"
"SRX5235518","SRX5235518","SRR8428141","SAMN10722685","B053-M08","B053-M08","B053-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B053-M08","Collection Country: USA Collection Year: 2014"
"SRX5235519","SRX5235519","SRR8428142","SAMN10722046","B456-M10","B456-M10","B456-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B456-M10","Collection Country: USA Collection Year: 2012"
"SRX5235520","SRX5235520","SRR8428143","SAMN10722047","B014-M10","B014-M10","B014-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B014-M10","Collection Country: USA Collection Year: 2014"
"SRX5235521","SRX5235521","SRR8428144","SAMN10722048","B470-M12","B470-M12","B470-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B470-M12","Collection Country: USA Collection Year: 2014"
"SRX5235522","SRX5235522","SRR8428145","SAMN10722049","B853-M08","B853-M08","B853-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B853-M08","Collection Country: USA Collection Year: 2012"
"SRX5235523","SRX5235523","SRR8428146","SAMN10722050","B334-M08","B334-M08","B334-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B334-M08","Collection Country: USA Collection Year: 2014"
"SRX5235524","SRX5235524","SRR8428147","SAMN10722051","B441-M04","B441-M04","B441-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B441-M04","Collection Country: USA Collection Year: 2013"
"SRX5235525","SRX5235525","SRR8428148","SAMN10722052","B341-M12","B341-M12","B341-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B341-M12","Collection Country: USA Collection Year: 2014"
"SRX5235526","SRX5235526","SRR8428149","SAMN10722053","B778-M06","B778-M06","B778-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B778-M06","Collection Country: USA Collection Year: 2013"
"SRX5235527","SRX5235527","SRR8428150","SAMN10722054","B243-M10","B243-M10","B243-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B243-M10","Collection Country: USA Collection Year: 2014"
"SRX5235528","SRX5235528","SRR8428151","SAMN10722055","B343-M12","B343-M12","B343-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B343-M12","Collection Country: USA Collection Year: 2012"
"SRX5235529","SRX5235529","SRR8428152","SAMN10722056","B208-M06","B208-M06","B208-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B208-M06","Collection Country: USA Collection Year: 2012"
"SRX5235530","SRX5235530","SRR8428153","SAMN10722057","B438-M12","B438-M12","B438-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B438-M12","Collection Country: USA Collection Year: 2013"
"SRX5235531","SRX5235531","SRR8428154","SAMN10722058","B195-M12","B195-M12","B195-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B195-M12","Collection Country: USA Collection Year: 2014"
"SRX5235532","SRX5235532","SRR8428155","SAMN10722059","B436-M04","B436-M04","B436-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B436-M04","Collection Country: USA Collection Year: 2013"
"SRX5235533","SRX5235533","SRR8428156","SAMN10722060","B029-M04","B029-M04","B029-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B029-M04","Collection Country: USA Collection Year: 2013"
"SRX5235534","SRX5235534","SRR8428157","SAMN10722061","B333-M08","B333-M08","B333-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B333-M08","Collection Country: USA Collection Year: 2014"
"SRX5235535","SRX5235535","SRR8428158","SAMN10722062","B081-M03","B081-M03","B081-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B081-M03","Collection Country: USA Collection Year: 2012"
"SRX5235536","SRX5235536","SRR8428159","SAMN10722063","B590-M06","B590-M06","B590-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B590-M06","Collection Country: USA Collection Year: 2013"
"SRX5235537","SRX5235537","SRR8428160","SAMN10722064","B352-M06","B352-M06","B352-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B352-M06","Collection Country: USA Collection Year: 2013"
"SRX5235538","SRX5235538","SRR8428161","SAMN10722065","B174-M04","B174-M04","B174-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B174-M04","Collection Country: USA Collection Year: 2014"
"SRX5235539","SRX5235539","SRR8428162","SAMN10722066","B470-M04","B470-M04","B470-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B470-M04","Collection Country: USA Collection Year: 2013"
"SRX5235540","SRX5235540","SRR8428163","SAMN10722067","B009-M10","B009-M10","B009-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B009-M10","Collection Country: USA Collection Year: 2014"
"SRX5235541","SRX5235541","SRR8428164","SAMN10722068","B301-M12","B301-M12","B301-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B301-M12","Collection Country: USA Collection Year: 2014"
"SRX5235542","SRX5235542","SRR8428165","SAMN10722069","B188-M08","B188-M08","B188-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B188-M08","Collection Country: USA Collection Year: 2013"
"SRX5235543","SRX5235543","SRR8428166","SAMN10722070","B438-M04","B438-M04","B438-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B438-M04","Collection Country: USA Collection Year: 2012"
"SRX5235544","SRX5235544","SRR8428167","SAMN10722071","B853-M06","B853-M06","B853-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B853-M06","Collection Country: USA Collection Year: 2012"
"SRX5235545","SRX5235545","SRR8428168","SAMN10722072","B211-M03","B211-M03","B211-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B211-M03","Collection Country: USA Collection Year: 2014"
"SRX5235546","SRX5235546","SRR8428169","SAMN10722073","B341-M06","B341-M06","B341-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B341-M06","Collection Country: USA Collection Year: 2014"
"SRX5235547","SRX5235547","SRR8428170","SAMN10722074","B266-M06","B266-M06","B266-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B266-M06","Collection Country: USA Collection Year: 2014"
"SRX5235548","SRX5235548","SRR8428171","SAMN10722075","B158-M10","B158-M10","B158-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B158-M10","Collection Country: USA Collection Year: 2014"
"SRX5235549","SRX5235549","SRR8428172","SAMN10722076","B334-M04","B334-M04","B334-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B334-M04","Collection Country: USA Collection Year: 2013"
"SRX5235550","SRX5235550","SRR8428173","SAMN10722077","B349-M06","B349-M06","B349-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B349-M06","Collection Country: USA Collection Year: 2013"
"SRX5235551","SRX5235551","SRR8428174","SAMN10722078","B686-M12","B686-M12","B686-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B686-M12","Collection Country: USA Collection Year: 2014"
"SRX5235552","SRX5235552","SRR8428175","SAMN10722079","B421-M06","B421-M06","B421-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B421-M06","Collection Country: USA Collection Year: 2012"
"SRX5235553","SRX5235553","SRR8428176","SAMN10722080","B299-M12","B299-M12","B299-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B299-M12","Collection Country: USA Collection Year: 2013"
"SRX5235554","SRX5235554","SRR8428177","SAMN10722081","B438-M08","B438-M08","B438-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B438-M08","Collection Country: USA Collection Year: 2013"
"SRX5235555","SRX5235555","SRR8428178","SAMN10722082","4-14-1021-05","4-14-1021-05","4-14-1021-05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","4-14-1021-05","Collection Country: USA Collection Year: 2011"
